时间,曝气速率,搅拌器功率(pw2),底物进料速度(Fs2),底物进料温度(Tf2),底物浓度, 溶氧浓度,生物量,体积,CO2,ph,温度,产热,FLA酸流速,FLB碱流速,FLC冷却加热水流速,青霉素浓度
90.0,8.56251885826448,30.115592468609535,0.04290845907347955,295.4004848654951,0.06932330133031146,1.0725261761542024,8.82505614718989,101.67287437744478,1.8775380660107908,4.97072121135991,297.1093032948688,53.05280413860927,0.013905130864595123,0.014757465098847792,0.019722015554166125,0.4850591055425166
95.0,8.555083277531752,30.007731187346838,0.06226969598289976,295.3941901764182,0.07759057508886258,1.0612376594601383,9.01547765312918,101.75217142128022,1.992992098553777,5.002245344803052,297.50855519318634,54.18105177684913,0.01182854694913817,0.008110631518427999,40.14515363779416,0.5096414206400716
100.0,8.54160083570531,29.91052358977138,0.04023555285974309,295.4074240550988,0.05608965401737725,1.0783739468472027,9.21442191556653,101.87278611512977,1.9767731625594727,5.015530385097885,297.3967657371105,55.22196728776714,-0.005669177151766453,0.007952965984083798,79.86667401277515,0.5542503713559414
105.0,8.523589986589203,29.901944028741482,0.04175641054901033,295.3843942379912,0.047525045277811685,1.0692151214889376,9.350676150701057,101.9640145820938,1.9597075446013674,5.025970899558318,297.47486880853427,56.27183086034243,-0.020901547845251892,-0.001458163944752042,0.8575618521600364,0.5634335190842985
110.0,8.463116489511117,29.946813650523012,0.03427336773746609,295.4225190755496,0.08240838234460411,1.068822061159516,9.550572257796556,102.02484100673254,1.9781558154624892,5.013600301203417,297.50390949968033,57.235921560982504,-0.009360586462912948,0.008773187452325696,107.8785903113785,0.5947220573230914
115.0,8.488363100922742,29.988837598031058,0.04182740665079145,295.4395288287846,0.03678280129962817,1.0577734521889692,9.69780677322011,102.11517726570177,2.077656370580916,5.026763398574142,297.2259920055325,58.174587412680445,-0.012718540670054481,0.02873767800474726,-0.013871277508873348,0.626301406162623
120.0,8.483465287465718,30.011087397279674,0.02638111559082795,295.4139853380219,0.03825574404121425,1.0696042899134708,9.819202343979269,102.20965810743236,2.0836941558002278,4.995255820950252,297.6932974948948,59.03234476220187,0.011354437599646152,0.026732501432947475,122.06654489167677,0.6533832535476971
125.0,8.497818479894484,29.91786010205503,0.02655180786882728,295.3955285332852,0.04766931440043734,1.0651556000477502,9.92947170800754,102.26919407967715,2.0987227464178604,5.000986868850546,297.2102838344528,59.84142087683881,-0.012914538776473227,-0.014689767547354071,5.958577641263299e-06,0.6937796410452454
130.0,8.489815395580438,29.82382195300493,0.04621304182546485,295.35069992690757,0.06079961734907878,1.0944816733270601,10.05768045515142,102.33908764265057,2.039781169452702,5.011719114788496,297.55958017563904,60.662016819205995,-0.0009013293648853257,-0.028710916939476836,73.86836316790534,0.7166230068217069
135.0,8.524376188934077,29.786509197624035,0.018239573277093253,295.31760493516464,0.04349621138051246,1.0404541085502035,10.20432808276153,102.4579246862484,2.0901123038761833,5.008193682428659,297.3243251861682,61.43439165479286,0.02615457496255421,-0.006376516799894318,25.13000814807973,0.7378837574979118
140.0,8.508214063132641,29.722020731912437,0.06745100436217041,295.3223065475238,0.034295936761141954,1.0706467252666645,10.341197886213125,102.52191643070351,2.0703597482021494,5.00007033235053,297.4949673989096,62.18124059873547,0.010208671013408934,-0.0078068959979239625,45.67397122608559,0.7585043580891895
145.0,8.541930786657428,29.76143361205115,0.025364808293715905,295.35761238326245,0.030006826188071496,1.0837873521231152,10.431401601088629,102.60459543478312,2.1362622528032182,5.0127621412358385,297.38860390312465,62.93847171445115,-0.00048598549728565274,-0.019833010856146457,42.55517497140994,0.7638585079809925
150.0,8.595754508772801,29.892051919653387,0.022752188973999964,295.3904921148212,0.0654231248285394,1.0616629358076786,10.552628198775281,102.70864724558115,2.173030341193857,4.977380194106324,297.4645345112843,63.671161052818505,0.01836303217847774,0.01657397282109816,39.17560239808368,0.7913154217908385
155.0,8.63710707249809,29.928461710801766,0.0440101274446698,295.42875388172985,0.07149490762383764,1.0787642930439485,10.68660666546058,102.81169733982324,2.1519189888501606,4.982795472441519,297.43836900635023,64.41562804329574,0.0011748195907063524,-0.023543240148343716,47.40643963125059,0.8241437316224803
160.0,8.658594414754472,30.004938521187164,0.036936790843787815,295.4860871670126,0.05090850797518059,1.0593177443460098,10.796906280963515,102.94858129367628,2.1999904082521966,4.994865947486855,297.43122155065333,65.1026959597402,-0.00321680447560738,0.04862215611996989,41.001616215514645,0.8322643556508244
165.0,8.63302917400741,29.99234297441287,0.04939165380527223,295.48815746813807,0.044196601280163436,1.0583791005307568,10.901314283056866,103.00655164056154,2.099531529731879,5.008688936161455,297.45441320612247,65.8050523285296,0.01517264387014292,-0.0012300566624344113,47.49020037812061,0.849242000553229
170.0,8.604411088113954,29.998204664049748,0.033050316443529126,295.47884932457396,0.05069906685425842,1.0831142666915947,11.015396645620449,103.08809028522259,2.25059073933073,4.993759922426898,297.43627186301353,66.44011201995404,-0.006807321205452141,-0.009556428748574122,43.920463855550395,0.8774430334819667
175.0,8.508240887379115,29.984763864968563,0.035050604162449865,295.43371622691546,0.05983479088572948,1.0620266612221991,11.083160065539595,103.19832275526828,2.272258766425844,5.011873378643103,297.43558601300776,66.89581916960726,-0.019524433268581644,0.014015883432424672,47.234926549304596,0.9090706185091562
180.0,8.533472557431118,29.932910612818013,0.03605775281774924,295.41921427411387,0.029018953632543257,1.0500520719306343,11.153472584683877,103.2618988612176,2.281905619938269,4.9835751277467,297.44104665657864,67.29806911027389,-0.03308338207692377,0.0022841321548592005,45.80574308639262,0.9298213952222805
185.0,8.551310744875238,29.949172326991594,0.025086355981079368,295.3581311088788,-0.003427453157842819,1.0571521315906611,11.209290040122895,103.32323785901734,2.179845960065436,5.013969349084958,297.43167385971145,67.57176329492114,0.017661391675615264,-4.600551895687921e-05,47.23655215963049,0.9659713107161491
190.0,8.548595801561849,30.00026762023783,0.06312531647745144,295.37128901220143,0.0003205484075024783,1.068900760515612,11.240996076370733,103.41944473428161,2.23516570432489,4.978533508413523,297.42956794878927,67.78957204530174,0.01146583319652619,0.012651076797052777,46.70905081500377,1.0119552681821602
195.0,8.535505165703958,30.01333769277038,0.036716708368542954,295.3620106283796,0.0028157047826354534,1.0721520897741128,11.244476276647813,103.45333035014858,2.3356436659328947,4.99458158025093,297.4261596314823,67.958663347139,0.0012546540404044272,0.016422621412658513,47.2859786580002,1.0142085793656916
200.0,8.514309128884522,30.076093925999317,0.0486032713789984,295.39531322384585,0.042005906495432344,1.0764076058568297,11.291648525327723,103.56929851863455,2.242883695993897,4.992738377557506,297.448332991121,68.08086294727525,0.03498076107080027,-0.012705577054356963,47.147280882442544,1.0636281270950263
205.0,8.475015623531336,30.148151639654476,0.041407342167378985,295.3865821166633,0.023598500513091356,1.0256741678518038,11.305303577562377,103.5965766932242,2.3466934896728078,5.003801831068356,297.43028015371414,68.22684140049559,-0.00668965136269449,-0.007661854146081317,47.36986145430791,1.0698646899847657
210.0,8.514114393870637,30.176509924683405,0.004872231049929201,295.3836668393708,0.014225389189519853,1.0715856849635008,11.301621570479776,103.7211211385662,2.2306773667084134,4.969620240731722,297.45627798456565,68.33563021223631,0.021786002431867547,0.006154233009914651,47.64727797001804,1.0962325668809172
215.0,8.518069722307926,30.240605994622868,0.04190714817461223,295.3850970917772,0.0013254166094876629,1.0448220621952402,11.302121254552668,103.79146470202048,2.253220090647471,5.020275802440729,297.4321750077619,68.36974525371154,0.013705543410809255,0.0007440821170503513,47.695054339623404,1.1267986733985031
220.0,8.540638350193854,30.309701343289174,0.024792518233198314,295.4458616210357,0.022395910616828038,1.0644998738306843,11.338276057415822,103.84311622912814,2.30059438069888,5.01209879236323,297.433540129716,68.48293554925512,-0.0017100162240148032,0.008524897347163324,48.00286843420291,1.147482217516305
225.0,8.570081317493871,30.262536264204417,0.02919308162153771,295.42667685231197,0.016024332695957093,1.0744096396407004,11.372685203207887,103.94660474032607,2.276861650907406,5.032069753284991,297.4179788381087,68.60199416196883,-0.0023997218843456046,0.017887266312268946,48.009720095295066,1.1385011550216055
230.0,8.524802777049043,30.21407566026521,0.05482374806168475,295.4291294195834,0.014338004649914061,1.0565433142450313,11.397620248732357,104.01260539272691,2.3151126969168625,5.042482942391874,297.4193901357362,68.76045213714872,-0.028675720231681568,-0.013340161052996645,48.053226173091055,1.1651531041484717
235.0,8.574496780379073,30.194112760801108,0.02790025949134341,295.4302067751807,0.010467471533605461,1.0776264980078993,11.410169936228195,104.09397601698667,2.3116852047396588,5.004951041783904,297.42494145643064,68.92668476973934,-0.00711541339127578,0.002092249991848058,48.35019699204412,1.1667250760363284
240.0,8.593858382159794,30.12190329262074,0.02166546435653255,295.40700435663973,0.033996984247378015,1.0734358278173053,11.455508060562199,104.1747842393136,2.305674363764081,5.002168272161206,297.4295057600409,69.16522627438182,0.01223010433215874,0.005669676628528336,48.423287987477465,1.1604700698546204
245.0,8.621116906467964,30.098024985434918,0.02364069328503688,295.42071251720785,0.00016653246712490175,1.0754186725542723,11.46539474173115,104.26240221437513,2.284319146117881,4.9800905904501285,297.4253335829675,69.39749715407187,0.0009977293776054553,-0.004528966216319491,48.70729040438946,1.153500968603587
250.0,8.613121411665835,30.09147589029019,0.04153701644072539,295.4755616185265,0.037440156678427663,1.0535276519838266,11.53507851166078,104.35585792803435,2.276058340952701,5.010567401565152,297.44730293655266,69.68888166120243,0.00528472253349346,-0.02669966961699874,49.20963058783728,1.1686789867290035
255.0,8.583656540844531,30.12493641146011,0.05632715713009973,295.43834962158405,-0.007438826305030861,1.0330616597755087,11.595766478213092,104.4511090209637,2.400069064597481,4.989190855257054,297.43516086994345,70.02804904216086,-0.0125956027515064,0.010594440021655752,49.39374489218351,1.1741489502730342
260.0,8.526575143108017,30.086516889404773,0.05738691167568664,295.4738148794791,0.014825896482622935,1.0696963362613823,11.612073596451385,104.51511461661795,2.4675118112445036,5.0264278236763635,297.4479943184388,70.25462085393248,0.020037274148877075,0.0022196340554115116,49.80558126654612,1.1702438246029037
265.0,8.546843894365933,30.181004407681872,0.03520568903216925,295.46039622820774,0.02803365611253788,1.0459949358547385,11.658376906304827,104.59614177481353,2.430180803365605,5.0115191745777325,297.42453248064606,70.51711931990486,-0.007752139314927889,-0.0002838008192288552,50.02347474621431,1.1629579652950628
270.0,8.56683332845094,30.22050719630193,0.03375267415954608,295.4252413832553,0.015020594348103435,1.0633994566871223,11.70442664754943,104.69588801489054,2.3126098804064865,5.027401539498207,297.41883528599203,70.67945566092598,0.0017016134678616256,0.009842064652450381,50.03792818726929,1.1588921190572645
275.0,8.602086073603305,30.262266359406453,0.023873340910899564,295.4127314823479,-0.018308280725359727,1.065219570743858,11.733800365412774,104.81896641719801,2.374841466177864,4.999866799876324,297.4432308610675,70.8838931526985,-0.001382831866188301,0.0045497842098398585,50.26765600814524,1.182663132404619
280.0,8.632992303093138,30.33058042832192,0.054299002319234714,295.40771265139443,0.031123966758190947,1.0832209911418706,11.730928086263338,104.86294436607199,2.468718751284652,4.997986271822695,297.4330129373834,71.02404892832712,-0.0033138101025492832,-0.024202636107546208,50.22463249627659,1.1982872448405353
285.0,8.641096799051429,30.405989400598276,0.04612724234689939,295.4099486159922,-0.0012069721787366372,1.0426357768981394,11.769845245099102,104.93885365411553,2.3068691344511834,4.996069480908233,297.4494727608874,71.15321901560196,-0.006317766493488492,-0.029558372202913144,50.622226813089746,1.206623416085083
290.0,8.65033156587831,30.33937089548353,0.034744092523298534,295.39210721736356,0.035861692199888356,1.0703159322483586,11.769093988780709,105.01716119246642,2.4046802805988365,4.99495262534443,297.4335564393466,71.24511302724393,0.0038539601466927283,0.012907158567242446,50.775169670908994,1.1948972004288463
295.0,8.633397402873513,30.234532001403984,0.05304119875252571,295.3950811220542,0.02876206711194,1.0516334821964095,11.774411038887292,105.08190816924129,2.4209677181963767,5.025118620839795,297.43613131465827,71.34911736618935,-0.013346182217141374,-0.032255877715153126,51.02216679184105,1.197929782141285
2.2204460492503091e-16,8.550768248189764,30.085647400277704,0.013572962231837203,295.4302324552097,15.917781395035226,1.0894527550386819,0.08844613634827163,102.05829567517105,0.83120950863374,4.989175009539705,297.9166529298036,0.004838814753475983,-0.007753163311110393,-0.030353244743314974,-0.011872077320539444,-0.00028704290532398515
5.0,8.49781702865998,30.098929414275887,0.00998738413992267,295.4295621905746,15.81078824147898,1.0740412186369888,0.14663141948831676,101.9588653259614,0.8279190603606087,5.0101356500499215,296.96679872916417,0.37912282640049444,-0.008316694576580137,0.008240261506166123,0.0079959139941627,-0.004150527111861311
10.0,8.486169373797685,30.142390621038516,-0.011011382221641906,295.49143410425745,15.541159896250049,1.0959914830397166,0.27341297167708817,101.80304862296984,0.892276336883801,4.963746238193796,296.9891349347733,1.0291124054821323,-0.000680509622721287,-0.011246714644906081,-0.009837419858404516,-0.013880910791849865
15.0,8.48929840298743,30.106355986428007,-0.0032697368938784275,295.4916967961166,15.159480606108197,1.106264752663123,0.45312724837167073,101.70488891755691,0.9157445290628917,5.017715854183369,297.0629972649817,2.0905392857818126,-0.00042003119023134323,0.007772413706123391,-0.0004164253656163781,-0.009643800933935083
20.0,8.5039225777312,30.13611645759577,0.009748726076635631,295.5828933610293,14.520836254733421,1.0968387859581554,0.6828226694066986,101.58586651441068,0.8517595024820165,4.984034760900235,297.1748193772227,3.8000859818768102,0.002861757805356798,-0.00466007783638228,0.008676754082961728,-0.00019538289221329516
25.0,8.531539838354034,30.1595181718044,-0.01777293016540142,295.5939832662181,13.45897144769101,1.0771248469193724,1.1513888950463413,101.46657917764432,0.9499070159043854,4.975673268266454,297.3142090601145,6.548815768402477,0.011717619160201033,-0.013343596951602647,-0.007931238274505079,-0.005459305007936899
30.0,8.54571057280793,30.220049971788235,-0.0012509947661337555,295.59688518145794,11.739477581789732,1.063063337216663,1.9216777162653704,101.34882651294292,1.2572072044973346,4.941450426661532,297.59282176399853,11.055095231257505,0.012722863117228138,-0.012428931260022027,2.396974155431773,0.0031783548838827625
35.0,8.555232724844553,30.234943320711928,-0.01739897656015385,295.5232954246992,8.96644537521997,1.0482797664041466,3.103757245175688,101.22701408404758,1.2812850985300057,4.932033946489052,297.59043702847447,18.158610224744614,-0.019323116488266453,-0.012542057340466404,26.686743610981598,-0.00788326717918198
40.0,8.568847867058905,30.224264607125416,0.019230251584624596,295.41761486486047,4.795845641908401,1.016621752861117,4.837788330576118,101.08138975881843,1.6476891527660196,4.902951582042895,297.3689905320408,28.84491111853481,-0.0034714579543213553,-0.00784018287612446,-0.02443509758789589,0.01777133247200748
45.0,8.569716238682005,30.262177918708815,0.0008750745180866314,295.3574996249761,0.2720832203883363,1.0750810842754053,6.708883018771547,100.9780872486563,1.706568818436461,5.072743157395302,297.5507557827879,40.07037593946317,0.014174018047923077,0.011682339325509255,6.448397008602276,0.018119225456896693
50.0,8.568590266504764,30.2983982278465,0.06260563916301098,295.31438308998435,0.11360077901724971,1.068291784706073,6.9306614659084325,101.02065723589301,1.8599477530655302,5.182700910336215,297.55125090197305,41.59206981047178,0.0007774802950168646,0.005592852296218205,61.71515632514546,0.11490364810043362
55.0,8.584125145373946,30.36154102283948,0.03779748256178124,295.3422371578653,0.09637172951308169,1.0673512378135825,7.226601316945477,101.10494717856676,1.780477343311528,5.040070323814319,297.2112694412403,43.31153273050483,-0.0027015254744622154,3.537359188936348e-05,-0.0007600132771367638,0.15599603369365017
60.0,8.577155015508076,30.447784448061206,0.029687138419172462,295.39567897750135,0.09030085929923676,1.07950893178379,7.505111163089434,101.1998718508692,2.0075816348574076,5.025213044276311,297.84051880394344,44.96515757681381,0.021435169259830612,-0.016469874054718777,88.15466849932467,0.21076249270617128
65.0,8.588524422324188,30.42560883637533,0.03421713229812356,295.42416830330114,0.09060364642425568,1.0651909329304514,7.7788309600796675,101.30952249273204,1.9452764076595837,5.012153883842075,297.26847025548904,46.54033179616456,-0.01781049506568137,0.0128066147484714,-0.01803078903378714,0.274726209896512
70.0,8.59279005002222,30.301438253131753,0.04301704100919275,295.4724188911245,0.10569462407279848,1.0770892319819947,7.976632208221504,101.40580898838871,1.9333470749264037,4.9714142532365315,297.5504911438297,48.10583848526006,0.0019055800181607384,0.026935285715278447,24.693049013793352,0.3237234157602119
75.0,8.614121816883017,30.111617395127755,0.045986485670142775,295.47189887458046,0.08965777410297839,1.1160133937694083,8.267343650394569,101.48272515155813,1.9518141397761184,4.998734824371195,297.4822548749234,49.59952152284861,-0.010262997607100149,-0.00045982943466195577,69.82609802249134,0.34907386626212933
80.0,8.613676136474416,29.96185952616315,0.0536785846398333,295.45791710700854,0.06840755016317548,1.0813694068165325,8.513233901313106,101.59767962915751,2.1312816664086607,5.001328381003505,297.57016083352903,51.03583164900051,-0.0037867645599847202,-0.00996233676176276,0.013154404819468108,0.3893793396129734
85.0,8.5968800099099,29.91887980277566,0.0546365889000016,295.45419872981245,0.07689348064476456,1.057875767514302,8.737916974416532,101.66991625706991,2.0207475084260627,4.965071286538364,297.55842242376224,52.387940358302394,-0.01712049167873627,0.00865254146271641,95.26229811105961,0.41599687686276005
90.0,8.543732161982385,29.92175624557713,0.024377434056551385,295.41306403682205,0.07934258951354761,1.0655772955875096,8.910675235090029,101.72588474075526,2.0720840847560673,4.9785643692402175,297.2456651502401,53.67540946384827,0.015898581623297207,0.0010803504200057408,-0.013521518980303019,0.47319440192178425
95.0,8.564602852415842,30.009251327375353,0.03684573948724933,295.44555024492286,0.07061948941475275,1.04705774160942,9.09502569931162,101.88979510922968,2.191937402153701,4.971803342609641,297.93132797055193,54.83565427419176,-0.015393149802237598,0.003986749332220447,108.4767317435638,0.4859942568507065
100.0,8.513874823956375,30.09885446565274,0.05030336994387367,295.4174041909792,0.052041559280267415,1.0555138760178078,9.304549577596276,101.94046028991555,2.1513297950439156,5.008251919500024,297.2165182986312,55.954943708394154,-0.0027498175506251495,-0.019534466457878902,-0.0009152914447374885,0.5406559705826656
105.0,8.51904709973194,30.117621907657405,0.05336145759772561,295.39014210229584,0.031830158168196954,1.0985026862542024,9.453808707412518,102.0020909915715,2.200728500940136,4.978958665698545,297.6359866063827,57.02504076872328,0.023834566347990062,0.0013021067523373954,43.660267511623424,0.5600579619935142
110.0,8.52870198956572,30.132927605309252,0.039082200566054874,295.3671481172182,0.05838725424092542,1.0690903000203686,9.635209318248663,102.1210525672027,2.1110021576873765,5.011135852367561,297.5150174777486,58.01381360781441,-0.014339474685527185,-0.015293371657943727,83.30705975372318,0.5985816551256196
115.0,8.52304296364955,30.061532339745476,0.023570550840146382,295.3522417499333,0.06055515630997253,1.0510149877367159,9.771258277616267,102.21403839401621,2.326037125325819,4.979817705965409,297.5867428550054,58.91988520817072,-0.010864709625970989,-0.0038405998734419864,2.610642647563776,0.6303109655409276
120.0,8.544707476305632,29.92669748752859,0.0487210495456205,295.31858032900925,0.06371541273910195,1.0526222145391497,9.938230310480328,102.29325146533948,2.2058242520447573,5.02195540449178,297.599475356882,59.80571245519626,-0.025530030201722325,-0.004899070074162297,109.50636149336948,0.6587953174621628
125.0,8.545342162432513,29.881283956075052,0.048236414989166414,295.32323109541517,0.05140311449602898,1.0802178597169443,10.065729028475845,102.36339680646101,2.3532087597621976,5.008414212688291,297.3695671529975,60.663499655381294,0.006900710677084344,-0.008058746025515285,-0.010428319771109331,0.6835745648003057
130.0,8.568383027702435,29.885466208303903,0.03245466829031922,295.31913968327456,0.020312812298490752,1.046205236504094,10.199053989824247,102.47496091325287,2.2775759089916323,5.016416181254779,297.7969413035726,61.42975254920078,0.006885594848411475,-0.007711398228096257,127.15986339837258,0.7286803070377579
135.0,8.56199106681868,29.875821085192698,0.05546868903905592,295.3094936726723,0.03669824540571114,1.0701198941248307,10.294438645710926,102.53635533204155,2.361670227461729,5.025282989709986,297.3376114077243,62.15513362659125,0.004817338933209713,0.019970206358008374,0.022752747426795665,0.7459903274523193
140.0,8.57693571510013,29.958634111898608,0.04844760047470603,295.39091721456396,0.04658733330895214,1.063893515779904,10.428619122497471,102.62322647104556,2.2688833369401147,4.996055381282264,297.636082810848,62.834252171890675,0.014043321196615657,0.0014780189256787192,78.28727818540322,0.7711902392764599
145.0,8.539430079855434,29.99443592218487,0.0026114664324074846,295.45835539760986,0.03989262563817521,1.0930298744423725,10.516598747489693,102.7332844393973,2.3496682913544005,4.99510476791208,297.4339833811332,63.48364976132952,-0.012320654377881532,-0.000593510350553079,24.36975797567061,0.7909701605720816
150.0,8.518409804378363,30.029663293224438,0.027681005110063366,295.5035602416076,0.057438547968147284,1.0457526889914903,10.629658485172444,102.79176092040105,2.3691830090071537,4.984820456093574,297.6290582944117,64.10529709220269,0.009655683682786777,0.009363423976906215,48.82048301614758,0.8188278144708333
155.0,8.519151563586165,30.00689218978591,0.04175921723176913,295.5494919772947,0.027168346561290788,1.0930327392368695,10.70892745245907,102.8680871422414,2.4450864920071482,5.004365116694173,297.49133474357194,64.64214585302494,0.008831635230668437,0.012440525584463406,42.15212492151801,0.8464063177013463
160.0,8.520979912552676,30.038635483869772,0.04981833432604109,295.6010496399664,0.05940987191726195,1.0684868483330747,10.788882779438447,102.95688180095482,2.3635412980878874,5.005206455775559,297.5701370484739,65.07929285982017,-0.0018482725177627248,-0.0019929420556574046,40.658306452544515,0.8919345679164759
165.0,8.531037553453224,30.03420833723681,0.04774884114048594,295.60444658438604,0.03043170042979848,1.0518318876706412,10.833968240048074,103.04276640070034,2.423542892033066,5.0197318881634345,297.5167026090951,65.51589120325515,-0.03443638973172722,0.010722303748700344,47.21074098965003,0.924873466307908
170.0,8.552788327173266,30.154433142464786,0.02633851226582052,295.64842248339596,0.022497250391236102,1.0713951833543265,10.9080852885772,103.10660068560662,2.465439052119451,5.007525536381634,297.5585889166865,65.88163090107106,0.014893362347383393,0.02873847443106184,40.78582159607497,0.9429382239814375
175.0,8.508794782087364,30.25311483639875,0.05083918395870688,295.6074489982017,0.030355022584241886,1.0716218522977141,10.995067976124092,103.21231021226903,2.5362318742438106,4.990305221493808,297.53045414414214,66.28249838573471,-0.012219483412809769,0.023878702427024532,47.30631562976946,0.9357238968338275
180.0,8.526557178455414,30.294182187211987,0.05177855297985259,295.5816154180976,0.019813994501552024,1.083480200017341,11.050128337520206,103.28125257089137,2.4365444129269083,4.979670799782392,297.52046709963577,66.73380803530202,-0.025346743116014564,-0.011295447225567579,42.8634659731892,0.9675874187924368
